CustomerId,ProductId,Quantity,Gender,Category,SubCategory,ProductType,Colour,Usage,ProductTitle,Image,ImageURL
389,41000,1,Girls,Apparel,Bottomwear,Shorts,Blue,Casual,Gini and Jony Girls Woven Blue Shorts,41000.jpg,http://assets.myntassets.com/v1/images/style/properties/4882420c3607228a30540b5b99aba1d4_images.jpg
390,26538,1,Men,Footwear,Shoes,Casual Shoes,Red,Casual,ID Men Red Shoes,26538.jpg,http://assets.myntassets.com/v1/images/style/properties/6a6ebc47eaf2fe034bcfd94060a285ba_images.jpg
390,6629,1,Men,Footwear,Shoes,Sports Shoes,White,Sports,ADIDAS Men's Galvin White Silver Black Shoe,6629.jpg,http://assets.myntassets.com/v1/images/style/properties/3d67098ff0b7461cd8c4d35ed605695c_images.jpg
390,4654,1,Women,Footwear,Sandal,Sports Sandals,Navy Blue,Casual,ADIDAS Women Receptor Navy Sandal,4654.jpg,http://assets.myntassets.com/v1/images/style/properties/f030ad49b1c4ef2de85716c732944162_images.jpg
390,4344,1,Men,Footwear,Shoes,Sports Shoes,White,Sports,Fila Men's Abascuss White Blue Shoe,4344.jpg,http://assets.myntassets.com/v1/images/style/properties/05258b3aab19101a69bf27340d1f6aa1_images.jpg
390,3620,1,Women,Footwear,Flip Flops,Flip Flops,Green,Casual,Puma Women's Coral Green White Flip Flop,3620.jpg,http://assets.myntassets.com/v1/images/style/properties/54886447b440c758c960390254f7a1c8_images.jpg
390,6829,2,Women,Footwear,Shoes,Sports Shoes,White,Sports,Nike Women's Lunar Swift White Blue Shoe,6829.jpg,http://assets.myntassets.com/v1/images/style/properties/f42b4f1e1f589d107bb711d445f9b4e8_images.jpg
390,15519,2,Men,Footwear,Flip Flops,Flip Flops,Brown,Casual,Rockport Men Jelba Brown Flip Flops,15519.jpg,http://assets.myntassets.com/v1/images/style/properties/1d16b7a631810087d206ebcc2af4bcea_images.jpg
391,19122,3,Men,Footwear,Flip Flops,Flip Flops,White,Casual,Lotto Men XL Water Man White Slippers,19122.jpg,http://assets.myntassets.com/v1/images/style/properties/15e0953c017540f7644199f7181db74f_images.jpg
391,34682,1,Boys,Apparel,Topwear,Tshirts,White,Casual,Allen Solly Kids Boys Printed White T-shirt,34682.jpg,http://assets.myntassets.com/v1/images/style/properties/67578dfa8835ab123b647c304bff2258_images.jpg
391,5942,1,Women,Footwear,Shoes,Casual Shoes,Black,Casual,ADIDAS Women Redy Black Shoe,5942.jpg,http://assets.myntassets.com/v1/images/style/properties/e7ba078c2483afb2da47c96b478f8e49_images.jpg
391,2629,2,Women,Footwear,Shoes,Flats,Black,Casual,Carlton London Women Four Strapped Black Sandal,2629.jpg,http://assets.myntassets.com/v1/images/style/properties/3c1282e51eb6c43ff789db59376f9c02_images.jpg
391,30725,2,Girls,Apparel,Topwear,Lehenga Choli,Pink,Ethnic,Fabindia Girls Printed Pink Lehenga Choli,30725.jpg,http://assets.myntassets.com/v1/images/style/properties/fefa355936f77e25a46b1a31c81c196d_images.jpg
392,39319,1,Boys,Apparel,Bottomwear,Shorts,Beige,Casual,Gini and Jony Boys Beige Shorts,39319.jpg,http://assets.myntassets.com/v1/images/style/properties/4ce9548aa8e6ee3e2bbfde35def4c973_images.jpg
392,17742,3,Women,Footwear,Shoes,Sports Shoes,White,Sports,Puma Women Body Train White Sports Shoes,17742.jpg,http://assets.myntassets.com/v1/images/style/properties/ec7d8fa4b445b7dfc7ccb3bea4c001d6_images.jpg
392,36199,3,Boys,Apparel,Topwear,Tshirts,Black,Casual,Gini Jony Boys Polo Black T-Shirt,36199.jpg,http://assets.myntassets.com/v1/images/style/properties/b2eb91069cd2c8104915fe349647a6ac_images.jpg
392,34710,2,Girls,Apparel,Topwear,Tshirts,Green,Casual,Allen Solly Kids Girls Polka Green T-shirt,34710.jpg,http://assets.myntassets.com/v1/images/style/properties/6e0f4aa5d284afc5ca10cadc725657ae_images.jpg
393,9054,3,Women,Footwear,Shoes,Sports Shoes,White,Sports,ADIDAS Women Duramo 3 White Sports Shoes,9054.jpg,http://assets.myntassets.com/v1/images/style/properties/aa9d54ae49bdc357115fff779ec6475e_images.jpg
393,32815,2,Women,Footwear,Flip Flops,Flip Flops,Brown,Casual,iPanema Women Temas Brown Flip Flops,32815.jpg,http://assets.myntassets.com/v1/images/style/properties/2efe9f9ca35e0571033443d3de2fae55_images.jpg
393,14377,3,Women,Footwear,Shoes,Heels,Copper,Casual,Catwalk Women Casual Copper Flats,14377.jpg,http://assets.myntassets.com/v1/images/style/properties/cd6b42461af828be8f02150fc6b54422_images.jpg
394,15406,3,Men,Footwear,Shoes,Sports Shoes,White,Sports,FILA Men FILA Boston White Sports Shoes,15406.jpg,http://assets.myntassets.com/v1/images/style/properties/ca4070668cac17859b445c434bcb512b_images.jpg
394,39837,1,Boys,Apparel,Topwear,Tshirts,Red,Casual,Palm Tree Boys Striped Red T-Shirt,39837.jpg,http://assets.myntassets.com/v1/images/style/properties/6e38d2be8a65881f9e0f959f2b3bf754_images.jpg
394,6680,1,Men,Footwear,Shoes,Sports Shoes,Grey,Sports,Nike Men's Zoom Vomero 5 Grey Blue Shoe,6680.jpg,http://assets.myntassets.com/v1/images/style/properties/237040c834f4e9bb32dcb003a9d70687_images.jpg
394,38346,1,Boys,Apparel,Topwear,Tshirts,Blue,Casual,Superman Boys Blue T-Shirt,38346.jpg,http://assets.myntassets.com/v1/images/style/properties/87eadb2c720a55ff1d8c69b6fa4767b1_images.jpg
394,50778,2,Men,Footwear,Shoes,Casual Shoes,Navy Blue,Casual,Clarks Men Navy Leather Sneakers,50778.jpg,http://assets.myntassets.com/v1/images/style/properties/Clarks-Men-Navy-ORSON-LACE-LEATHER-Casual-Shoes_ab896b7d68b6b57dbef40d426819d6b8_images.jpg
395,40970,1,Men,Footwear,Shoes,Casual Shoes,Red,Casual,Buckaroo Men Red Casual Shoes,40970.jpg,http://assets.myntassets.com/v1/images/style/properties/81b9dfee83d2f89bfed0aab9e78e6df5_images.jpg
395,57531,2,Men,Footwear,Shoes,Casual Shoes,Mushroom Brown,Casual,Provogue Men Mushroom Brown Casual Shoes,57531.jpg,http://assets.myntassets.com/v1/images/style/properties/Provogue-Men-Mushroom-Brown-Casual-Shoes_63c5624508f1ae3d4ce5256c1e82492a_images.jpg
395,41311,3,Girls,Apparel,Bottomwear,Capris,White,Casual,Gini and Jony Girls Fixed Weast White Capris,41311.jpg,http://assets.myntassets.com/v1/images/style/properties/69a8cd00dab8144c1ecdc1c17f1a8181_images.jpg
395,47531,3,Women,Footwear,Shoes,Flats,Gold,Casual,Portia Women Purple & Gold-Toned Sandals,47531.jpg,http://assets.myntassets.com/v1/images/style/properties/d800bd118652499f2d22d3bbe799be8a_images.jpg
395,5050,3,Men,Footwear,Shoes,Casual Shoes,Black,Casual,Fila Men's Passion Black red Canvas Shoe,5050.jpg,http://assets.myntassets.com/v1/images/style/properties/2f4267ce2de8d98c8ecbd46ca5d75f4a_images.jpg
396,18402,1,Men,Footwear,Shoes,Casual Shoes,Black,Casual,Skechers Men USA Black Shoe,18402.jpg,http://assets.myntassets.com/v1/images/style/properties/865391bfae0dcdf364ce8c996804f2e8_images.jpg
396,4148,1,Women,Footwear,Shoes,Sports Shoes,White,Sports,Nike Women Glide White Pink Shoe,4148.jpg,http://assets.myntassets.com/v1/images/style/properties/c48ebbfd2bcc5ec33a4fa5bdf5cecb40_images.jpg
396,8356,2,Boys,Apparel,Topwear,Tshirts,Black,Casual,Doodle Boy's End Is Just Begining Black Kidswear,8356.jpg,http://assets.myntassets.com/v1/images/style/properties/124e80d703099bbfc03d6a42df08c984_images.jpg
396,9000,2,Men,Footwear,Shoes,Casual Shoes,Brown,Casual,Puma Men Archive Boot WTR Brown Casual Shoes,9000.jpg,http://assets.myntassets.com/v1/images/style/properties/541e84bced1067d6ef4e59508561a303_images.jpg
396,24945,2,Girls,Apparel,Topwear,Tops,Green,Casual,United Colors of Benetton Kids Girls Green Printed Top,24945.jpg,http://assets.myntassets.com/v1/images/style/properties/b0741bcf511dc6a4d6e5efd9c9e0dbd3_images.jpg
396,59387,2,Women,Footwear,Shoes,Flats,Brown,Casual,Senorita Women Brown Sandals,59387.jpg,http://assets.myntassets.com/v1/images/style/properties/Senorita-Brown-Sandals_1117e5cdff5ee97aa821e45effbb3527_images.jpg
396,17029,3,Men,Footwear,Flip Flops,Flip Flops,Black,Casual,GAS Men Black Pine Flip Flops,17029.jpg,http://assets.myntassets.com/v1/images/style/properties/GAS-Men-Black-Pine-Flip-Flops_f6fcae18401c1c1fb8ab5b29c76d0781_images.jpg
397,8369,2,Girls,Apparel,Topwear,Tshirts,Purple,Casual,Doodle Girl's Purple Halter Neck Purple Kidswear,8369.jpg,http://assets.myntassets.com/v1/images/style/properties/e9386e781e0b0f98f19eea408bb4e96e_images.jpg
397,5319,2,Women,Footwear,Shoes,Sports Shoes,White,Sports,ADIDAS Women's Duramo Luxury White Shoe,5319.jpg,http://assets.myntassets.com/v1/images/style/properties/54a68221353b667c1aa1c17631a6e534_images.jpg
397,38998,1,Girls,Apparel,Dress,Dresses,Pink,Casual,Gini and Jony Girls Summer Paradise Pink Dress,38998.jpg,http://assets.myntassets.com/v1/images/style/properties/7202f940405db7155818d7aba16aedb1_images.jpg
397,49060,3,Men,Footwear,Shoes,Casual Shoes,Black,Casual,Flying Machine Men Black Shoes,49060.jpg,http://assets.myntassets.com/v1/images/style/properties/748aaedd07c35e5681e58e8cfc232675_images.jpg
397,29582,1,Women,Footwear,Shoes,Flats,Black,Casual,Puma Women Black Grace Flats,29582.jpg,http://assets.myntassets.com/v1/images/style/properties/Puma-Women-Grace-Black-Sandals_632d064a8a8ff4733d1389a9642a10a7_images.jpg
397,38247,2,Boys,Apparel,Topwear,Tshirts,Blue,Casual,Batman Boys Blue Printed T-shirt,38247.jpg,http://assets.myntassets.com/v1/images/style/properties/dd125811763acfec4f4d983b229dea41_images.jpg
397,37526,2,Boys,Apparel,Topwear,Rompers,Yellow,Casual,Madagascar3 Infant Girls Lemon Yellow Snapsuit Romper,37526.jpg,http://assets.myntassets.com/v1/images/style/properties/1f03aa544c00ed62bc3816f1a131e35b_images.jpg
398,26530,3,Men,Footwear,Shoes,Casual Shoes,Purple,Casual,Gas Men Aishley Greyish Purple Casual Shoes,26530.jpg,http://assets.myntassets.com/v1/images/style/properties/fa0b8460a26ccca6d24d819a7fd5b168_images.jpg
399,8372,2,Girls,Apparel,Topwear,Tshirts,Blue,Casual,Doodle Girl's Dont Worry Hippie Teal Blue Kidswear,8372.jpg,http://assets.myntassets.com/v1/images/style/properties/46e034185465bf428698c0fc3b611964_images.jpg
399,4638,3,Women,Footwear,Shoes,Sports Shoes,White,Sports,ADIDAS Women Phantom Low Pink Grey White Shoe,4638.jpg,http://assets.myntassets.com/v1/images/style/properties/Adidas-Women-Phantom-Low-Pink-Grey-White-Shoe_b68ad157fda1523f50b737a9ab9438b4_images.jpg
399,23130,3,Boys,Apparel,Topwear,Tshirts,Green,Casual,Chhota Bheem Kids Boys Lost Alien Green T-shirt,23130.jpg,http://assets.myntassets.com/v1/images/style/properties/841d8c5b7b445161b006609f9f6a8f09_images.jpg
399,38481,2,Girls,Apparel,Topwear,Tops,White,Casual,Gini and Jony Girls Milan White Top,38481.jpg,http://assets.myntassets.com/v1/images/style/properties/0f450243c8540b96c3d3ac350e9496f7_images.jpg
399,9053,1,Men,Footwear,Shoes,Sports Shoes,Grey,Sports,ADIDAS Men Duramo 3 M Grey Sports Shoes,9053.jpg,http://assets.myntassets.com/v1/images/style/properties/0ebc15dcb00d4f2315f8341ee05b19a7_images.jpg
400,35997,2,Boys,Apparel,Topwear,Tshirts,Black,Casual,Ben 10 Boys Crew Black T-shirt,35997.jpg,http://assets.myntassets.com/v1/images/style/properties/c2c947285e0ca59fdeb62af57a0bbd09_images.jpg
401,8979,3,Men,Footwear,Shoes,Sports Shoes,Black,Sports,Puma Men Driving Power Lo SF Black Sports Shoes,8979.jpg,http://assets.myntassets.com/v1/images/style/properties/f70c7516c24b084f37404cf3bca4614f_images.jpg
401,13552,1,Women,Footwear,Shoes,Flats,Yellow,Casual,Carlton London Women Yellow Flat Shoes,13552.jpg,http://assets.myntassets.com/v1/images/style/properties/fec88a1617efb55368fa2f01bff7c273_images.jpg
401,41236,1,Girls,Apparel,Bottomwear,Capris,Black,Casual,Gini and Jony Kids Girls Black Capris,41236.jpg,http://assets.myntassets.com/v1/images/style/properties/Palm-Tree-Boys-Black-Capris_afea5f6fa81b39cb66895392092f8695_images.jpg
401,13258,2,Girls,Apparel,Bottomwear,Shorts,Purple,Casual,Gini and Jony Girls Purple Shorts,13258.jpg,http://assets.myntassets.com/v1/images/style/properties/Palm-Tree-Kids-Girls-Solid-Purple-Capris_d66438322305ef19e235d09a741a3108_images.jpg
401,39849,3,Girls,Apparel,Topwear,Tops,Blue,Casual,Gini and Jony Girls Striped Blue Top,39849.jpg,http://assets.myntassets.com/v1/images/style/properties/b45ca9f0de9d375d3276e0eb191988d9_images.jpg
402,39756,1,Boys,Apparel,Bottomwear,Shorts,White,Casual,Gini Jony Boys White Shorts,39756.jpg,http://assets.myntassets.com/v1/images/style/properties/bcb509d6fa8ea66faf9f3e68d81d7ece_images.jpg
402,25573,1,Men,Footwear,Shoes,Sports Shoes,White,Sports,FILA Men Trempet White Sports Shoes,25573.jpg,http://assets.myntassets.com/v1/images/style/properties/9e6734638199831640f4ff2252b5e086_images.jpg
403,4720,3,Girls,Apparel,Topwear,Tshirts,Yellow,Casual,Disney Kids Girl's Fun In The Fair Yellow Teen Kidswear,4720.jpg,http://assets.myntassets.com/v1/images/style/properties/4c35804275294e78210e4dcf86686652_images.jpg
403,6621,2,Men,Footwear,Shoes,Sports Shoes,Black,Sports,ADIDAS Men's Boris Black Shoe,6621.jpg,http://assets.myntassets.com/v1/images/style/properties/2e0f915b21422d3685efaaaca1248707_images.jpg
403,37547,2,Boys,Apparel,Topwear,Tshirts,Yellow,Casual,Madagascar 3 Infants Boys Yellow Tshirt,37547.jpg,http://assets.myntassets.com/v1/images/style/properties/71c7c6a0fe918b343ddd4a62a3f25748_images.jpg
403,8354,3,Boys,Apparel,Topwear,Tshirts,Brown,Casual,Doodle Boy's I am Handsome No1 Rust Kidswear,8354.jpg,http://assets.myntassets.com/v1/images/style/properties/a19291631cb12acf95943a5e99f270dd_images.jpg
403,14340,1,Women,Footwear,Flip Flops,Flip Flops,Pink,Casual,Nike Women Pink Snapper Flip Flops,14340.jpg,http://assets.myntassets.com/v1/images/style/properties/034d0f987c332c9bbcf417639d76eeff_images.jpg
403,34038,2,Boys,Apparel,Topwear,Shirts,Red,Casual,Gini and Jony Boys Check Red Shirt,34038.jpg,http://assets.myntassets.com/v1/images/style/properties/95b4fd12eab9acd511b805a11601c92c_images.jpg
403,21188,3,Men,Footwear,Flip Flops,Flip Flops,Black,Casual,ADIDAS Men Adi Stars Tread Black Flip Flops,21188.jpg,http://assets.myntassets.com/v1/images/style/properties/ae850f862dc4a53f4914528b52e8e82c_images.jpg
403,18493,3,Men,Footwear,Sandal,Sandals,Multi,Casual,Puma Men Duncan Multi Slipper,18493.jpg,http://assets.myntassets.com/v1/images/style/properties/59adcc25bc20fb817f5917d74fed0aca_images.jpg
403,32836,3,Women,Footwear,Shoes,Flats,Pink,Casual,Grendha Women Flori Pink Sandals,32836.jpg,http://assets.myntassets.com/v1/images/style/properties/79b5bddd0de2715c41c8c7041c6a7c7b_images.jpg
403,9205,3,Men,Footwear,Shoes,Casual Shoes,Black,Casual,Puma Men SL Tech Lo NM Basic Black Casual Shoes,9205.jpg,http://assets.myntassets.com/v1/images/style/properties/e4b0626410783b1adc96db55574959dc_images.jpg
403,30251,1,Men,Footwear,Flip Flops,Flip Flops,Green,Casual,Numero Uno Men Green Flip Flops,30251.jpg,http://assets.myntassets.com/v1/images/style/properties/c54d2b6b2829a69f78eb59fff0ed0e66_images.jpg
404,17016,2,Women,Footwear,Shoes,Flats,White,Casual,Rocia Women Casual White Sandal,17016.jpg,http://assets.myntassets.com/v1/images/style/properties/7bc16925826e5f64eba5d1b01b6f0d18_images.jpg
404,5601,3,Men,Footwear,Flip Flops,Flip Flops,Brown,Casual,Nike Men's Splash Thong Yellow Black Flip Flop,5601.jpg,http://assets.myntassets.com/v1/images/style/properties/31cec799c74c62b9785cc809953ae766_images.jpg
404,3306,2,Men,Footwear,Shoes,Sports Shoes,White,Sports,Asics Men's Gel Phoenix 3 Running White Black Shoe,3306.jpg,http://assets.myntassets.com/v1/images/style/properties/666ac16166295985a30aea57a1f75697_images.jpg
404,45376,2,Women,Footwear,Shoes,Heels,Brown,Casual,Cobblerz Women Brown Sandals,45376.jpg,http://assets.myntassets.com/v1/images/style/properties/c06e21e32c36cda5875e45051301cd2a_images.jpg
404,23877,2,Men,Footwear,Shoes,Sports Shoes,White,Sports,Fila Men Cavier White Sports Shoes,23877.jpg,http://assets.myntassets.com/v1/images/style/properties/68b17ba79c69ba59f3033d921c8a59a9_images.jpg
404,21175,3,Men,Footwear,Shoes,Sports Shoes,White,Sports,ADIDAS Men Lowell White Sports Shoe,21175.jpg,http://assets.myntassets.com/v1/images/style/properties/fc0d77a69b91e580d38bffd75a936dcb_images.jpg
404,5917,1,Women,Footwear,Shoes,Casual Shoes,Silver,Casual,ADIDAS Women's Agashae Silver Shoe,5917.jpg,http://assets.myntassets.com/v1/images/style/properties/ba0e74e9254a632fc7e7cb75511e87cb_images.jpg
404,45803,3,Women,Footwear,Shoes,Heels,Silver,Casual,Senorita Women Silver Flats,45803.jpg,http://assets.myntassets.com/v1/images/style/properties/e82b514e3061074d0767a48790ab6be3_images.jpg
404,41001,1,Girls,Apparel,Bottomwear,Shorts,Blue,Casual,Gini and Jony  Girls Woven Blue Shorts,41001.jpg,http://assets.myntassets.com/v1/images/style/properties/04e0a096190c52c8e67b940bb6caf190_images.jpg
405,3997,2,Men,Footwear,Flip Flops,Flip Flops,Grey,Casual,Spalding Men Grey & Orange Flip Flops,3997.jpg,http://assets.myntassets.com/v1/images/style/properties/Spalding-Mens-Grey-Orange-Flip-Flop_141aff465eecd916173f9e1dcafdddc2_images.jpg
405,41868,3,Men,Footwear,Sandal,Sandals,Turquoise Blue,Casual,Estd. 1977 Men Turquoise Blue Sandals,41868.jpg,http://assets.myntassets.com/v1/images/style/properties/c6ee9c292ad6c05a9f0df2cf33de7dd7_images.jpg
405,26459,2,Women,Footwear,Shoes,Casual Shoes,White,Casual,Puma Women Trinity White Checked Canvas Shoes,26459.jpg,http://assets.myntassets.com/v1/image/style/properties/26459/Puma-Women-Trinity-White-Checked-Canvas-Shoes_1_724847496048b0b9934b27307512c853.jpg
405,35877,1,Boys,Apparel,Topwear,Tshirts,Yellow,Casual,Marvel Boys Comics Yellow T-shirt,35877.jpg,http://assets.myntassets.com/v1/images/style/properties/c0b444082d28b5d865c2a6d540d66e39_images.jpg
405,19045,3,Women,Footwear,Shoes,Heels,Multi,Casual,Catwalk Women Casual Multi Wedges,19045.jpg,http://assets.myntassets.com/v1/images/style/properties/23ebea9af7962496344ca9f48252a32b_images.jpg
405,5373,2,Women,Footwear,Shoes,Sports Shoes,Pink,Sports,Quechua Women Forclaz 50 Jr 10 Pink Shoes,5373.jpg,http://assets.myntassets.com/v1/images/style/properties/ff73f579c0593f7a990a8628ba1d8a97_images.jpg
405,3842,1,Women,Footwear,Shoes,Flats,Pink,Casual,Crocs Women Lady Bubblegum Pink Sandal,3842.jpg,http://assets.myntassets.com/v1/images/style/properties/71f7b658f07aa03e0bcf810a541854b1_images.jpg
405,14371,3,Women,Footwear,Shoes,Heels,Red,Casual,Catwalk Women Casual Red Flats,14371.jpg,http://assets.myntassets.com/v1/images/style/properties/da1eb1e047d9c1e331c818cc802a83a4_images.jpg
405,41867,1,Men,Footwear,Sandal,Sandals,Red,Casual,Estd. 1977 Men Red & Brown Sandals,41867.jpg,http://assets.myntassets.com/v1/images/style/properties/43db177ea76d2f7a1c6ba451fa94200a_images.jpg
406,5460,3,Women,Footwear,Shoes,Sports Shoes,Black,Sports,Nike Women's Double Team Lite Black Shoe,5460.jpg,http://assets.myntassets.com/v1/images/style/properties/7d5a4f837bfcef7b59a8dfe6ee27107e_images.jpg
406,39600,1,Women,Footwear,Shoes,Heels,Black,Casual,Catwalk Women Black Wedges,39600.jpg,http://assets.myntassets.com/v1/images/style/properties/c0e329d5a84f77312dbe81a2f56f5d77_images.jpg
406,4729,1,Boys,Apparel,Topwear,Tshirts,Green,Casual,Disney Kids Boy's Crew Sea Life Sialing Green Teen Kidswear,4729.jpg,http://assets.myntassets.com/v1/images/style/properties/0108969213975af06095ff84a0ec0c72_images.jpg
406,41007,3,Girls,Apparel,Bottomwear,Shorts,Navy Blue,Casual,Gini and Jony Girls Woven Navy Blue Shorts,41007.jpg,http://assets.myntassets.com/v1/images/style/properties/7195b148c3b6b41cf4ad730cbe7abbcb_images.jpg
407,35888,3,Boys,Apparel,Apparel Set,Clothing Set,Red,Casual,Jungle Book Boys Baby Red Clothing Set,35888.jpg,http://assets.myntassets.com/v1/images/style/properties/651a2da90fa360de13d8a12a2ea533ce_images.jpg
407,41979,2,Boys,Apparel,Topwear,Tshirts,Grey,Casual,Gini and Jony Boys Around The World Grey T-shirt,41979.jpg,http://assets.myntassets.com/v1/images/style/properties/b7682574d75af74c02adf5186c85a806_images.jpg
407,8375,3,Girls,Apparel,Topwear,Tshirts,Blue,Casual,Doodle Girl's Dont Worry Hippie Blue Teen Kidswear,8375.jpg,http://assets.myntassets.com/v1/images/style/properties/e487ee81516bcf0246bf2403748ed894_images.jpg
407,6629,2,Men,Footwear,Shoes,Sports Shoes,White,Sports,ADIDAS Men's Galvin White Silver Black Shoe,6629.jpg,http://assets.myntassets.com/v1/images/style/properties/3d67098ff0b7461cd8c4d35ed605695c_images.jpg
408,8913,2,Men,Footwear,Shoes,Sports Shoes,White,Sports,Puma Men Cabana Racer Sketch White Sports Shoes,8913.jpg,http://assets.myntassets.com/v1/images/style/properties/c7a70ae4f57ca4c605f4fabb82c735fc_images.jpg
408,45384,2,Women,Footwear,Shoes,Flats,White,Casual,Rocia Women White & Silver Sandals,45384.jpg,http://assets.myntassets.com/v1/images/style/properties/895b72d13b806bff61bbad18500d3aac_images.jpg
408,5581,2,Girls,Apparel,Bottomwear,Skirts,Pink,Casual,Ant Kids Girl's Flower Print Frill Pink Kidswear,5581.jpg,http://assets.myntassets.com/v1/images/style/properties/6e904a394f7f2168108425278582170f_images.jpg
408,22536,3,Men,Footwear,Shoes,Casual Shoes,Green,Casual,Gas Men Skate Green Casual Shoes,22536.jpg,http://assets.myntassets.com/v1/images/style/properties/9158e03588d188017e4ea8a8f45c2d5a_images.jpg
409,57303,2,Women,Footwear,Shoes,Heels,Brown,Casual,Rocia Women Brown Wedges,57303.jpg,http://assets.myntassets.com/v1/images/style/properties/Rocia-Women-Brown-Sandals_3a40e00dee9152dc562fe36fca7553cc_images.jpg
409,35890,3,Boys,Apparel,Topwear,Tshirts,Navy Blue,Casual,Jungle Book Boys Sherekhan Navy Blue T-shirt,35890.jpg,http://assets.myntassets.com/v1/images/style/properties/4980bb71ece26ba91db64893f55422a8_images.jpg
409,34105,1,Boys,Apparel,Bottomwear,Shorts,Blue,Casual,Doodle Boys Check Blue Shorts,34105.jpg,http://assets.myntassets.com/v1/images/style/properties/5631a2b491808866d9f10d9c23d75cf0_images.jpg
409,18176,1,Boys,Apparel,Topwear,Sweatshirts,Green,Casual,Doodle Kids-Boys Flap 02 Green Sweatshirt,18176.jpg,http://assets.myntassets.com/v1/images/style/properties/734ab2fd1fd5ce16dc76d78742f740ce_images.jpg
409,25572,2,Men,Footwear,Shoes,Sports Shoes,Silver,Sports,Fila Men Superior Silver Sports Shoes,25572.jpg,http://assets.myntassets.com/v1/images/style/properties/a70ae8bb33c1d5a75df76c3791ed5a9f_images.jpg
409,15714,1,Men,Footwear,Shoes,Sports Shoes,Black,Sports,Nike Men Free Run+ 2 Black Sports Shoes,15714.jpg,http://assets.myntassets.com/v1/images/style/properties/45e5d30d4486c3569cb89dab80ed0c66_images.jpg
410,3559,1,Men,Footwear,Shoes,Casual Shoes,Brown,Casual,Skechers Men's Casual Brown Lifestyle Shoe,3559.jpg,http://assets.myntassets.com/v1/images/style/properties/6ee05bbf2e4fad44253b05372eb7753f_images.jpg
410,34097,3,Boys,Apparel,Topwear,Tshirts,Green,Casual,Doodle Boys Printed Green T-shirt,34097.jpg,http://assets.myntassets.com/v1/images/style/properties/32aed5f009a01bcb73adf6a25c1bd1c9_images.jpg
410,37524,2,Boys,Apparel,Topwear,Rompers,Blue,Casual,Madagascar3 Infant Boys Light Blue Snapsuit Romper,37524.jpg,http://assets.myntassets.com/v1/images/style/properties/1ed5e3016f7bf021add2fd67ac735d80_images.jpg
411,15312,2,Women,Footwear,Sandal,Sports Sandals,Blue,Casual,ADIDAS Women Neo Feather Blue Sandals,15312.jpg,http://assets.myntassets.com/v1/images/style/properties/38b54d2fd34312785fd069bdb6c35f2a_images.jpg
411,16995,2,Women,Footwear,Sandal,Sports Sandals,Black,Casual,Rocia Women Casual Black Sandal,16995.jpg,http://assets.myntassets.com/v1/images/style/properties/2e68ca2646690a4bf4ed092bf44cc6df_images.jpg
411,5419,2,Boys,Apparel,Topwear,Tshirts,Black,Casual,Ant Kids Boy's Musical Buzz Black Red Kidswear,5419.jpg,http://assets.myntassets.com/v1/images/style/properties/9e68412f228c21f02a9c8e53afcbfb79_images.jpg
412,43592,1,Girls,Apparel,Topwear,Tshirts,Pink,Casual,Gini and Jony Girls Polo Striped Pink T-shirt,43592.jpg,http://assets.myntassets.com/v1/images/style/properties/00d25ceb851a576583725beb9e1cb8a2_images.jpg
412,5290,2,Men,Footwear,Shoes,Formal Shoes,Black,Formal,Lee Cooper Men Black Shoe,5290.jpg,http://assets.myntassets.com/v1/images/style/properties/30826a489f3fb44e19fac8f68a5fdcbf_images.jpg
413,39857,3,Boys,Apparel,Topwear,Tshirts,Yellow,Casual,Gini And Jony Boys Printed Yellow T-Shirt,39857.jpg,http://assets.myntassets.com/v1/images/style/properties/40938fdce70b0260a76993c49fb925b1_images.jpg
413,37576,3,Girls,Apparel,Socks,Booties,White,Casual,Madagascar 3 Infant Girls White Booties,37576.jpg,http://assets.myntassets.com/v1/images/style/properties/fb0b4f85873f045107207dd9da40e56c_images.jpg
413,5630,2,Women,Footwear,Flip Flops,Flip Flops,Blue,Casual,ADIDAS Women's Adi Groove Blue Flip Flop,5630.jpg,http://assets.myntassets.com/v1/images/style/properties/9234f2dacc377d713b7788f670f7bf9d_images.jpg
413,40935,3,Girls,Apparel,Topwear,Tops,White,Casual,Gini and Jony Girls Core White Top,40935.jpg,http://assets.myntassets.com/v1/images/style/properties/5d4553d8cb3c8839cdf27831b3a882a4_images.jpg
413,41722,1,Women,Footwear,Shoes,Heels,Teal,Casual,Catwalk Women Teal Heels,41722.jpg,http://assets.myntassets.com/v1/images/style/properties/f8a2c178e1989b69174440fd3110792c_images.jpg
414,4342,3,Men,Footwear,Shoes,Sports Shoes,Black,Sports,Fila Men's Phoenix Black White Shoe,4342.jpg,http://assets.myntassets.com/v1/images/style/properties/e768f4ef962232b52ad4c1b2ac7331fe_images.jpg
414,41748,1,Boys,Apparel,Topwear,Tshirts,Green,Casual,Doodle Boys Stripes Green T-shirt,41748.jpg,http://assets.myntassets.com/v1/images/style/properties/7c24d49532b50002fe859eb9afd56b63_images.jpg
414,2742,2,Girls,Apparel,Topwear,Tops,White,Casual,Disney Kids Girl's White Minnie & Red Kidswear,2742.jpg,http://assets.myntassets.com/v1/images/style/properties/0be8612dfaa3de7c23a41edc5ab14383_images.jpg
