index,ProductId,Gender,Category,SubCategory,ProductType,Colour,Usage,ProductTitle,Image,ImageURL,CustomerId
595,40126,Boys,Apparel,Bottomwear,Shorts,White,Casual,Gini and Jony Boys Boxer White Shorts,40126.jpg,http://assets.myntassets.com/v1/images/style/properties/ff9ba2b75d61b477c14fe698ae212314_images.jpg,988
2650,56960,Women,Footwear,Shoes,Heels,Yellow,Casual,HM Women Yellow Flats,56960.jpg,http://assets.myntassets.com/v1/images/style/properties/HM-Women-Yellow-Sandals_39f905e3fc1b8596e6d9f074530f351b_images.jpg,354
2838,25484,Women,Footwear,Flip Flops,Flip Flops,Turquoise Blue,Casual,Nike Women Solarsoft Thong Turquoise Blue Flip Flops,25484.jpg,http://assets.myntassets.com/v1/images/style/properties/761079fe4f03639598f67d56f5851f16_images.jpg,9
8,54923,Girls,Apparel,Bottomwear,Capris,Olive,Casual,Do u speak Green Girls Olive 3/4 Pant,54923.jpg,http://assets.myntassets.com/v1/images/style/properties/Do-u-speak-Green-Girls-Olive-34-Pant_62311570aeebd7385030de554584a065_images.jpg,287
1967,17823,Men,Footwear,Shoes,Casual Shoes,White,Casual,Nike Men  Court Majestic White Casual Shoe,17823.jpg,http://assets.myntassets.com/v1/images/style/properties/36886df8953c40042cc2e47b380dad55_images.jpg,373
1867,22152,Men,Footwear,Sandal,Sandals,Olive,Casual,Lee Cooper Men Casual Sandals,22152.jpg,http://assets.myntassets.com/v1/images/style/properties/94b46fd2b139a7b2397ca25628704dbd_images.jpg,895
1326,9204,Men,Footwear,Shoes,Casual Shoes,Black,Casual,Puma Men Future Cat Remix SF Black Casual Shoes,9204.jpg,http://assets.myntassets.com/v1/images/style/properties/051d64772f1b38ff476fbf0a807f365a_images.jpg,499
2636,5927,Women,Footwear,Shoes,Casual Shoes,White,Casual,ADIDAS Women's Vintage Set White Shoe,5927.jpg,http://assets.myntassets.com/v1/images/style/properties/bfbc63ad115c7540a1a80422d1dfc657_images.jpg,283
2576,4631,Women,Footwear,Shoes,Flats,Pink,Casual,ADIDAS Women Libria  Pink Flats,4631.jpg,http://assets.myntassets.com/v1/images/style/properties/82ce922324eba93164a1b6a1bf22d0dc_images.jpg,653
2141,8574,Women,Footwear,Sandal,Sandals,Pink,Casual,Crocs Dora Boots Pink Sandals,8574.jpg,http://assets.myntassets.com/v1/images/style/properties/0be6693dafb4261645b22c6e9e7e67f4_images.jpg,246
265,5416,Girls,Apparel,Topwear,Tshirts,White,Casual,Ant Kids Girl's White Little Heart Kidswear,5416.jpg,http://assets.myntassets.com/v1/images/style/properties/016d82ae24e753076e0654379900f07d_images.jpg,330
764,37538,Boys,Apparel,Socks,Booties,Blue,Casual,Madagascar 3 Infant Boys Blue Booties,37538.jpg,http://assets.myntassets.com/v1/images/style/properties/29bf9a50f43ac08b7ce0fa49ced7cee8_images.jpg,24
2601,21038,Women,Footwear,Shoes,Heels,Black,Casual,Clarks Women Balti Zing Black Heels,21038.jpg,http://assets.myntassets.com/v1/images/style/properties/df1eff40584ba8b33329655a81cffa10_images.jpg,946
1448,47191,Men,Footwear,Shoes,Formal Shoes,Black,Formal,Franco Leone Men Black Formal Shoes,47191.jpg,http://assets.myntassets.com/v1/images/style/properties/81cf8c19e59aa21dd516d55a44f49a35_images.jpg,987
1825,10097,Men,Footwear,Shoes,Sports Shoes,White,Sports,Reebok Men Reeflex Run White Sports Shoes,10097.jpg,http://assets.myntassets.com/v1/images/style/properties/a947ceec9e8c493229417e1a1390417e_images.jpg,874
722,41985,Boys,Apparel,Topwear,Tshirts,Yellow,Casual,Gini and Jony Boys Under The SunYellow T-shirt,41985.jpg,http://assets.myntassets.com/v1/images/style/properties/f85a000cb1db854b5a9ab51df4bdaf25_images.jpg,543
24,41000,Girls,Apparel,Bottomwear,Shorts,Blue,Casual,Gini and Jony Girls Woven Blue Shorts,41000.jpg,http://assets.myntassets.com/v1/images/style/properties/4882420c3607228a30540b5b99aba1d4_images.jpg,390
361,5581,Girls,Apparel,Bottomwear,Skirts,Pink,Casual,Ant Kids Girl's Flower Print Frill Pink Kidswear,5581.jpg,http://assets.myntassets.com/v1/images/style/properties/6e904a394f7f2168108425278582170f_images.jpg,193
2338,27086,Women,Footwear,Shoes,Flats,Black,Casual,Catwalk Women Black Casual Flats,27086.jpg,http://assets.myntassets.com/v1/images/style/properties/39312317404b3e0a954cb669183af81f_images.jpg,671
458,38331,Girls,Apparel,Topwear,Tops,White,Casual,Hannah Montana Girls White Top,38331.jpg,http://assets.myntassets.com/v1/images/style/properties/8e559f945895ee577d4b20626608911a_images.jpg,342
2305,4742,Women,Footwear,Shoes,Casual Shoes,Grey,Casual,Numero Uno Women NY Grey Blue Shoe,4742.jpg,http://assets.myntassets.com/v1/images/style/properties/50bd9632cbdacba06c727420f467c959_images.jpg,245
1661,4114,Men,Footwear,Sandal,Sandals,Black,Casual,Fila Men Obsidian Black Sandal,4114.jpg,http://assets.myntassets.com/v1/images/style/properties/899733c446d42173fdb9ade7481ddb5e_images.jpg,792
271,5418,Girls,Apparel,Topwear,Tshirts,Pink,Casual,Ant Kids Girl's Pink Free Bird Kidswear,5418.jpg,http://assets.myntassets.com/v1/images/style/properties/5c751745fe84f403c47ecc8de29204fc_images.jpg,930
1585,3300,Men,Footwear,Shoes,Sports Shoes,Black,Sports,Asics Men's Gel Cushioning Black Yellow Shoe,3300.jpg,http://assets.myntassets.com/v1/images/style/properties/c57b44b0582da012445b913bf8d80be4_images.jpg,515
2793,36419,Women,Footwear,Shoes,Sports Shoes,Blue,Sports,Spinn Women Alliance Blue Sports Shoes,36419.jpg,http://assets.myntassets.com/v1/images/style/properties/4209e4c2002cc5f904e83b755675e846_images.jpg,982
605,8349,Boys,Apparel,Topwear,Tshirts,Green,Casual,Doodle Boy's I love Driving Green Kidswear,8349.jpg,http://assets.myntassets.com/v1/images/style/properties/5cbef27663ae84b8178d2d03c8a04414_images.jpg,203
1601,34850,Men,Footwear,Shoes,Sports Shoes,White,Sports,ADIDAS Men Falcon Elite White Sports Shoes,34850.jpg,http://assets.myntassets.com/v1/images/style/properties/963388d780f1becd69c93ab0d2f942a6_images.jpg,745
2119,33766,Men,Footwear,Shoes,Casual Shoes,Blue,Casual,ADIDAS Neo Men Court Evo Blue Shoes,33766.jpg,http://assets.myntassets.com/v1/images/style/properties/e20155c3e811626be6f11308521536a7_images.jpg,510
1356,23247,Men,Footwear,Shoes,Formal Shoes,Black,Formal,Arrow Men Formal Black Shoe,23247.jpg,http://assets.myntassets.com/v1/images/style/properties/0201105e4604bc784525d9cf0e972c40_images.jpg,367
2654,5920,Women,Footwear,Shoes,Casual Shoes,White,Casual,ADIDAS Women Daily White Purple Shoe,5920.jpg,http://assets.myntassets.com/v1/images/style/properties/04d6aad9dc80f28a898459991ace9ee3_images.jpg,846
1309,8357,Boys,Apparel,Topwear,Tshirts,Green,Casual,Doodle Boy's End Is Just Begining Green Kidswear,8357.jpg,http://assets.myntassets.com/v1/images/style/properties/0679f587e85082b827247be7d7ba5a17_images.jpg,689
2169,44722,Women,Footwear,Flip Flops,Flip Flops,Orange,Casual,Lotto Women Red & Orange Disco Holic Flip Flops,44722.jpg,http://assets.myntassets.com/v1/images/style/properties/Lotto-Women-Blue---Red-Disco-Holic-Flip-Flops_0eabb4ca00b0b575b10fa37c8c8bd4a0_images.jpg,96
647,31143,Boys,Apparel,Topwear,Tshirts,Green,Casual,Gini and Jony Boys Printed Green T-shirt,31143.jpg,http://assets.myntassets.com/v1/images/style/properties/319f01745011545b1af08760fd1a6157_images.jpg,233
1169,35876,Boys,Apparel,Topwear,Tshirts,Orange,Casual,Marvel Boys Comics Orange T-shirt,35876.jpg,http://assets.myntassets.com/v1/images/style/properties/430d240e6aafcc7d97b3cc83f067d9f9_images.jpg,749
1321,40138,Boys,Apparel,Topwear,Tshirts,Yellow,Casual,Gini and Jony Boys Under The Sun Yellow T-shirt,40138.jpg,http://assets.myntassets.com/v1/images/style/properties/8aa81b63ed80eca1630464364e4669dc_images.jpg,603
1946,34090,Men,Footwear,Shoes,Casual Shoes,Navy Blue,Casual,Numero Uno Men Navy Leather Shoes,34090.jpg,http://assets.myntassets.com/v1/images/style/properties/Numero-Uno-Men-Casual-Shoes-SRB-8-BLU-Blue-Casual-Shoes_06848407c033f5e7c9a5177eb9b2dbb8_images.jpg,149
1983,28636,Men,Footwear,Shoes,Sports Shoes,Black,Casual,Nike Men The Overplay VI Black Shoes,28636.jpg,http://assets.myntassets.com/v1/images/style/properties/5da2b93f195e7f411a75901776a48b71_images.jpg,415
1744,15520,Men,Footwear,Shoes,Casual Shoes,Black,Casual,Rockport Men CV Wing Black Casual Shoes,15520.jpg,http://assets.myntassets.com/v1/images/style/properties/a5f34ba3e351e71badbf97de3ae80c15_images.jpg,577
1018,4725,Boys,Apparel,Topwear,Tshirts,Yellow,Casual,Disney Kids Boy's Royal Sailing Yellow Teen Kidswear,4725.jpg,http://assets.myntassets.com/v1/images/style/properties/4ca69a4eca3ee9d6c820b4e2ef354833_images.jpg,972
2493,9127,Women,Footwear,Shoes,Sports Shoes,White,Sports,Puma Women Cell Varex SL White Sports Shoes,9127.jpg,http://assets.myntassets.com/v1/images/style/properties/e1ed6ff439c1fa2255845a3e66aeb674_images.jpg,120
2247,59033,Women,Footwear,Shoes,Heels,Black,Casual,Carlton London Women Black Heels,59033.jpg,http://assets.myntassets.com/v1/images/style/properties/Carlton-London-Women-Black-Sandals_820c53e936db176f74c91934004351ab_images.jpg,774
2749,36417,Women,Footwear,Shoes,Sports Shoes,Black,Sports,Spinn Women Alliance Black Sports Shoes,36417.jpg,http://assets.myntassets.com/v1/images/style/properties/8c95b3960edef23d4b5788e9ff42bb1a_images.jpg,481
1627,4577,Men,Footwear,Shoes,Sports Shoes,Red,Sports,Nike Men's Mercurial Vic Pink Shoe,4577.jpg,http://assets.myntassets.com/v1/images/style/properties/02e75f751ca7d599f0187051c4fde10e_images.jpg,687
21,33271,Girls,Apparel,Bottomwear,Skirts,Red,Casual,Gini and Jony Girls Red Skirt,33271.jpg,http://assets.myntassets.com/v1/images/style/properties/87725859164f90b1c366659f2f381238_images.jpg,778
1788,47190,Men,Footwear,Shoes,Formal Shoes,Brown,Formal,Franco Leone Men Brown Shoes,47190.jpg,http://assets.myntassets.com/v1/images/style/properties/77d7bccf564d9807859c6841037f4112_images.jpg,569
2138,2886,Women,Footwear,Shoes,Flats,Brown,Casual,Catwalk Women Leather Brown Flats,2886.jpg,http://assets.myntassets.com/v1/images/style/properties/94a9deea53125663d9bbe61cb38b84b4_images.jpg,212
965,38282,Boys,Apparel,Topwear,Tshirts,Red,Casual,DC Comics Boys Red T-shirt,38282.jpg,http://assets.myntassets.com/v1/images/style/properties/443eb11f7a00d51fbe066b33997b640d_images.jpg,344
2872,33524,Women,Footwear,Shoes,Casual Shoes,Red,Casual,Cobblerz Women Red Shoes,33524.jpg,http://assets.myntassets.com/v1/images/style/properties/6a1883f3c0d2221c9f0a4f5e01cd8975_images.jpg,138
1707,19928,Men,Footwear,Flip Flops,Flip Flops,Yellow,Casual,ADIDAS Men Adi Wind Yellow Flip Flops,19928.jpg,http://assets.myntassets.com/v1/images/style/properties/cb0b368d53b7883b638332bb28869881_images.jpg,849
2550,14378,Women,Footwear,Shoes,Heels,White,Casual,Catwalk Women Casual White Flats,14378.jpg,http://assets.myntassets.com/v1/images/style/properties/d459d7e336c94c645e0de29a3fcdc720_images.jpg,43
103,3820,Girls,Apparel,Topwear,Tops,White,Casual,Disney Kids Girl's Minnie Summer Time White Top,3820.jpg,http://assets.myntassets.com/v1/images/style/properties/bc8360dec974f453c41d9818a8cbd4f9_images.jpg,369
430,2711,Girls,Apparel,Dress,Dresses,Pink,Casual,Disney Kids Girl's Halter Neck Pink Kidswear,2711.jpg,http://assets.myntassets.com/v1/images/style/properties/fc6d2b58d0eeb683f893d94381128dba_images.jpg,104
2364,11517,Women,Footwear,Shoes,Heels,White,Casual,Catwalk Women Lifestyle White Shoes,11517.jpg,http://assets.myntassets.com/v1/images/style/properties/108fef917f0aa072e7132d1f34017971_images.jpg,402
580,40982,Boys,Apparel,Topwear,Tshirts,White,Casual,Gini and Jony Boys Core White T-shirt,40982.jpg,http://assets.myntassets.com/v1/images/style/properties/2d9821d0bebe8b01d0ffa8a1a2a6532a_images.jpg,568
1790,42086,Men,Footwear,Shoes,Sports Shoes,White,Sports,ADIDAS Men Mars White Sports Shoes,42086.jpg,http://assets.myntassets.com/v1/images/style/properties/554d13072770bf16a010c4f6212da393_images.jpg,193
2502,19032,Women,Footwear,Shoes,Flats,Beige,Casual,Catwalk Women Beige Spectator Shoes,19032.jpg,http://assets.myntassets.com/v1/images/style/properties/b1a0d0b8c741f8f1e263622e2aeb2a9c_images.jpg,673
982,30600,Boys,Apparel,Topwear,Tshirts,Black,Sports,Nike Boys Black & White Reversible T-shirt,30600.jpg,http://assets.myntassets.com/v1/images/style/properties/18dcaf3d6ac0b9b9ce836b0fcc7d5bf8_images.jpg,304
2180,22539,Women,Footwear,Shoes,Heels,Brown,Casual,Inc.5  Women Grey Flats,22539.jpg,http://assets.myntassets.com/v1/images/style/properties/Inc5-Women-Brown-Casual-Sandals_b942bed0e0fe8a1bdebfe77e8d6014db_images.jpg,576
2632,45325,Women,Footwear,Shoes,Heels,Blue,Casual,Cobblerz Blue Womens Wedges,45325.jpg,http://assets.myntassets.com/v1/images/style/properties/dab26fd171ee00cc50e5bfaf7dda89dc_images.jpg,714
1676,34634,Men,Footwear,Shoes,Casual Shoes,Brown,Casual,Lotto Men Brown Fella Tres Shoes,34634.jpg,http://assets.myntassets.com/v1/images/style/properties/d11cef6a5c018893e354faaf57ea6dcb_images.jpg,268
2814,5319,Women,Footwear,Shoes,Sports Shoes,White,Sports,ADIDAS Women's Duramo Luxury White Shoe,5319.jpg,http://assets.myntassets.com/v1/images/style/properties/54a68221353b667c1aa1c17631a6e534_images.jpg,241
457,18169,Girls,Apparel,Dress,Dresses,Pink,Casual,Doodle Kids Girls Party Frock Pink Dress,18169.jpg,http://assets.myntassets.com/v1/images/style/properties/342ab2d111864ac2fd561b5bdd5d6858_images.jpg,850
1299,36323,Boys,Apparel,Topwear,Tshirts,Green,Casual,Mr.Men Boys Mr. Funny Green T-shirt,36323.jpg,http://assets.myntassets.com/v1/images/style/properties/0a99f5359ba8ba65c616347a58a06697_images.jpg,843
1562,34857,Men,Footwear,Shoes,Casual Shoes,Black,Casual,Vans Men Classic Slip-On Black Shoes,34857.jpg,http://assets.myntassets.com/v1/images/style/properties/0e41c416bc349faead7ebe8851e1a398_images.jpg,921
861,31159,Boys,Apparel,Topwear,Tshirts,Black,Casual,Gini and Jony Boys Black T-shirt,31159.jpg,http://assets.myntassets.com/v1/images/style/properties/915bb23db1a1e3b871cab0550a0ca869_images.jpg,958
2080,6821,Men,Footwear,Sandal,Sandals,Brown,Casual,Timberland Men City Brown Floater,6821.jpg,http://assets.myntassets.com/v1/images/style/properties/402ce454f57316b103826e998e799dc2_images.jpg,507
1650,17822,Men,Footwear,Shoes,Formal Shoes,Black,Formal,Lee Cooper Men  Black Formal Shoe,17822.jpg,http://assets.myntassets.com/v1/images/style/properties/a1c9a53125108ea6f659900cfdfe47c5_images.jpg,617
1385,11947,Men,Footwear,Sandal,Sandals,Olive,Casual,Ganuchi Men Casual Olive Sandals,11947.jpg,http://assets.myntassets.com/v1/images/style/properties/464879391de4e1a7b881dad3b7bd83a8_images.jpg,699
1484,57935,Men,Footwear,Sandal,Sandals,Black,Casual,Clarks Men Black Leather Closed Sandals,57935.jpg,http://assets.myntassets.com/v1/images/style/properties/Clarks-Men-Black-Sandals_32cdfdb1c318dd5bb7c332071bfbd3f7_images.jpg,772
108,18178,Girls,Apparel,Topwear,Tops,Black,Casual,Doodle Kids Girls Black Layer Top,18178.jpg,http://assets.myntassets.com/v1/images/style/properties/Doodle-Kids-Girls-Black-Layer-Top_dcc17daa6b5346d3c6256506953772b1_images.jpg,821
2104,15250,Men,Footwear,Shoes,Casual Shoes,Red,Casual,ADIDAS Originals Men SL 72 Red Casual Shoes,15250.jpg,http://assets.myntassets.com/v1/images/style/properties/0b56b31d1dcb7f9c744080e12d3e0b56_images.jpg,196
1689,49435,Men,Footwear,Shoes,Casual Shoes,Blue,Casual,Vans Men Blue Shoes,49435.jpg,http://assets.myntassets.com/v1/images/style/properties/Vans-Men-Blue-Chukka-Boot-Shoes_678a3cfded1ec1bcceca587f6776a926_images.jpg,475
1768,17042,Men,Footwear,Shoes,Sports Shoes,Grey,Sports,GAS Men Grey Skate 002 Shoes,17042.jpg,http://assets.myntassets.com/v1/images/style/properties/Gas-Men-White---Grey-Shoes_c9ac34e9a949fe81422026dfc24cebdf_images.jpg,102
1887,23682,Men,Footwear,Shoes,Casual Shoes,Black,Casual,Red Tape Men Black Casual Shoes,23682.jpg,http://assets.myntassets.com/v1/images/style/properties/b7adbd4e6933e586a69433e31c668ddf_images.jpg,453
2750,45323,Women,Footwear,Shoes,Heels,Brown,Casual,Cobblerz Women Teal Blue & Brown Wedges,45323.jpg,http://assets.myntassets.com/v1/images/style/properties/Cobblerz-Women-Multi-Coloured-Wedge-Heels_89ac77114804e60ff931920fe2212ac0_images.jpg,110
1080,35457,Boys,Apparel,Topwear,Tshirts,Grey,Casual,Doodle Boys Printed Grey T-shirt,35457.jpg,http://assets.myntassets.com/v1/images/style/properties/d62738cc5bda430123a0b5638467c882_images.jpg,351
18,4720,Girls,Apparel,Topwear,Tshirts,Yellow,Casual,Disney Kids Girl's Fun In The Fair Yellow Teen Kidswear,4720.jpg,http://assets.myntassets.com/v1/images/style/properties/4c35804275294e78210e4dcf86686652_images.jpg,551
2366,49836,Women,Footwear,Flip Flops,Flip Flops,Gold,Casual,iPanema Women Gold Flip Flops,49836.jpg,http://assets.myntassets.com/v1/images/style/properties/6c1f29f8bbc8ecdd7373d0c8dbd8ea3f_images.jpg,25
2142,11518,Women,Footwear,Shoes,Heels,Grey,Casual,Catwalk Women Gun Metal Grey Heels,11518.jpg,http://assets.myntassets.com/v1/images/style/properties/cea14ca6ae7273963babfa80798aa61c_images.jpg,133
619,40979,Boys,Apparel,Topwear,Tshirts,Yellow,Casual,Gini and Jony Boys Core Yellow T-shirt,40979.jpg,http://assets.myntassets.com/v1/images/style/properties/51526845111a4fd6533e4a17135732c9_images.jpg,499
2297,56876,Women,Footwear,Shoes,Heels,Blue,Casual,HM Women Blue Heels,56876.jpg,http://assets.myntassets.com/v1/images/style/properties/HM-Women-Blue-Sandals_8767dd45e2e2e228ea9f931675a12d55_images.jpg,660
1846,9037,Men,Footwear,Shoes,Formal Shoes,Black,Formal,Buckaroo Men Medina Black Formal Shoes,9037.jpg,http://assets.myntassets.com/v1/images/style/properties/a8ac7df8dc72daebf55abfb65c363671_images.jpg,777
985,41298,Boys,Apparel,Topwear,Shirts,White,Casual,Gini and Jony Boys Shirt White Shirts,41298.jpg,http://assets.myntassets.com/v1/images/style/properties/b0958294f6e8fa64f22bbde2e3c7f988_images.jpg,906
157,4213,Girls,Apparel,Topwear,Tshirts,Pink,Casual,Disney Kids Girl's Pink Summer Fun Fair Kidswear,4213.jpg,http://assets.myntassets.com/v1/images/style/properties/d7082cd29946f004ae77646f12cb20f6_images.jpg,633
2557,59388,Women,Footwear,Shoes,Flats,Black,Casual,Gliders Women Black Sandals,59388.jpg,http://assets.myntassets.com/v1/images/style/properties/Gliders-Women-Black-Sandals_fe7293946d5cd1df4863be9c88004cd4_images.jpg,94
753,39003,Boys,Apparel,Topwear,Tshirts,White,Casual,Gini and Jony Boys Unit White T-shirt,39003.jpg,http://assets.myntassets.com/v1/images/style/properties/a6a60b01a08f52b80148c06c48c6ee2f_images.jpg,379
2595,33536,Women,Footwear,Shoes,Heels,Brown,Casual,Cobblerz Women Brown & Beige Pumps,33536.jpg,http://assets.myntassets.com/v1/images/style/properties/fa12b8d6cad5dd94d05201aa58626df7_images.jpg,671
2127,13537,Men,Footwear,Shoes,Casual Shoes,Brown,Casual,Carlton London Men Casual Brown Casual Shoes,13537.jpg,http://assets.myntassets.com/v1/images/style/properties/685dba93fae4bdbde52dfb398e94955c_images.jpg,870
236,38481,Girls,Apparel,Topwear,Tops,White,Casual,Gini and Jony Girls Milan White Top,38481.jpg,http://assets.myntassets.com/v1/images/style/properties/0f450243c8540b96c3d3ac350e9496f7_images.jpg,962
1814,4522,Men,Footwear,Shoes,Sports Shoes,Grey,Sports,Puma Men's Faas Grey Shoes,4522.jpg,http://assets.myntassets.com/v1/images/style/properties/437ba16eb3cd98b8f0766a1f7be7ba2a_images.jpg,373
1499,26531,Men,Footwear,Shoes,Casual Shoes,Olive,Casual,Gas Men Arunta Olive Casual Shoes,26531.jpg,http://assets.myntassets.com/v1/images/style/properties/8c91e3be9885709d1a77975d5e6dc2cb_images.jpg,616
1904,23676,Men,Footwear,Sandal,Sandals,Black,Casual,Red Tape Men Cross Band Black Sandals,23676.jpg,http://assets.myntassets.com/v1/images/style/properties/fbee867387ae6f303458cb86a7e46fa5_images.jpg,248
2,40143,Girls,Apparel,Topwear,Tops,Blue,Casual,Gini and Jony Girls Pretty Blossom Blue Top,40143.jpg,http://assets.myntassets.com/v1/images/style/properties/fc3c1b46906d5c148c45f532d0b3ffb5_images.jpg,364
1893,44770,Men,Footwear,Shoes,Casual Shoes,Black,Casual,Globalite Men Black Skid Shoes,44770.jpg,http://assets.myntassets.com/v1/images/style/properties/4afe5a31ac385e4e43ca98ed9e1ef734_images.jpg,264
68,27225,Girls,Apparel,Dress,Dresses,Pink,Casual,Doodle Girls Printed Pink Dress,27225.jpg,http://assets.myntassets.com/v1/images/style/properties/f5b8cd2374234a263ca6bed01bbc9e9c_images.jpg,374
10,47153,Girls,Apparel,Bottomwear,Capris,Pink,Casual,Gini and Jony Girls Pink Capris,47153.jpg,http://assets.myntassets.com/v1/images/style/properties/87321ab7962a30b2e9b01fa16997029c_images.jpg,740
1514,43360,Men,Footwear,Shoes,Sports Shoes,White,Sports,Reebok Men White Ultimate Vibe Sports Shoes,43360.jpg,http://assets.myntassets.com/v1/images/style/properties/204c35089ef0ca53f26baf86eb074e33_images.jpg,613
737,30714,Boys,Apparel,Bottomwear,Churidar,White,Ethnic,Fabindia Boys White Churidar,30714.jpg,http://assets.myntassets.com/v1/images/style/properties/e7ecea3bcee0fd528ad1a665245249c4_images.jpg,213
1219,48244,Boys,Apparel,Topwear,Tshirts,Red,Casual,Avengers Boys Red Printed T-shirt,48244.jpg,http://assets.myntassets.com/v1/images/style/properties/1aa0af14c07ba15c30233c51609bcba3_images.jpg,119
1521,39975,Men,Footwear,Shoes,Casual Shoes,Olive,Casual,Gas Men Olive Swansea Shoes,39975.jpg,http://assets.myntassets.com/v1/images/style/properties/Gas-Men-Olive-Swansea-Shoes_3b88d59b9e96bd64e16d0c85ec522979_images.jpg,762
222,5215,Girls,Apparel,Topwear,Tshirts,White,Casual,Disney Kids Girl's Pink White Sweet Hunny Pack of 2 Kidswear,5215.jpg,http://assets.myntassets.com/v1/images/style/properties/c231d68afb01c9fedb8192a9809e4632_images.jpg,324
582,25516,Boys,Apparel,Topwear,Tshirts,Red,Casual,Doodle Kids Boys Airfeild Red T-Shirt,25516.jpg,http://assets.myntassets.com/v1/images/style/properties/3c9919c2a4f5f59683ab4df140056bad_images.jpg,151
1463,5291,Men,Footwear,Shoes,Formal Shoes,Black,Formal,Lee Cooper Men Black Semi Formal Shoe,5291.jpg,http://assets.myntassets.com/v1/images/style/properties/f9e6c0170eadb83b2f0c082b457548a2_images.jpg,937
120,38343,Girls,Apparel,Topwear,Tops,White,Casual,Mr. Men Little Miss Girls White Tops,38343.jpg,http://assets.myntassets.com/v1/images/style/properties/f7d7c0aa100e4e175868f5e79fad6d0c_images.jpg,348
168,35446,Girls,Apparel,Topwear,Tops,Peach,Casual,Doodle Girls Printed Peach Top,35446.jpg,http://assets.myntassets.com/v1/images/style/properties/90d5de5b75d9656d8bec3e8d5957fc49_images.jpg,807
1694,39742,Men,Footwear,Shoes,Casual Shoes,Red,Casual,Arrow Men Red Shoes,39742.jpg,http://assets.myntassets.com/v1/images/style/properties/a5ab934bf95b73af42ac8f3ef4f3030e_images.jpg,205
2282,6644,Women,Footwear,Shoes,Sports Shoes,White,Sports,Nike Women Transform III IN White Shoe,6644.jpg,http://assets.myntassets.com/v1/images/style/properties/c545a6cf4591c54228e1bac68234c148_images.jpg,940
1502,26703,Men,Footwear,Shoes,Sports Shoes,White,Sports,Nike Men White Court Shuttle Shoes,26703.jpg,http://assets.myntassets.com/v1/images/style/properties/1038ce9f7220f629cf068d34e286de8c_images.jpg,184
2717,5343,Women,Footwear,Shoes,Casual Shoes,Blue,Casual,Skechers Women Blue Teal Shoe,5343.jpg,http://assets.myntassets.com/v1/images/style/properties/7b84e2772bdf7d820ce9df050d68d7d2_images.jpg,356
515,8367,Girls,Apparel,Topwear,Tshirts,Pink,Casual,Doodle Girl's I Love My Bicycle Pink Kidswear,8367.jpg,http://assets.myntassets.com/v1/images/style/properties/0d0e06e75cd193dac0d165b179ccea6d_images.jpg,700
2379,29582,Women,Footwear,Shoes,Flats,Black,Casual,Puma Women Black Grace Flats,29582.jpg,http://assets.myntassets.com/v1/images/style/properties/Puma-Women-Grace-Black-Sandals_632d064a8a8ff4733d1389a9642a10a7_images.jpg,366
589,8340,Boys,Apparel,Topwear,Tshirts,Black,Casual,Doodle Boy's Volleyball Champion Black White Kidswear,8340.jpg,http://assets.myntassets.com/v1/images/style/properties/8bf8c2293d894430bb7066404c8022a5_images.jpg,724
2190,22734,Women,Footwear,Shoes,Sports Shoes,Grey,Sports,Nike Women Grey Lunarglide +3 Sports Shoes,22734.jpg,http://assets.myntassets.com/v1/images/style/properties/a76c2bf247061dd389cf6ce4d8212dae_images.jpg,929
2759,6308,Women,Footwear,Shoes,Heels,White,Casual,Catwalk White footwear Flats,6308.jpg,http://assets.myntassets.com/v1/images/style/properties/005d94288a7faf01f8b2015ba235d29e_images.jpg,994
980,5455,Boys,Apparel,Topwear,Tshirts,Green,Casual,Ant Kids Boy's Musical Buzz Green T-Shirts Kidswear,5455.jpg,http://assets.myntassets.com/v1/images/style/properties/31c99020e44214b3f3283c868f027680_images.jpg,717
2045,5461,Men,Footwear,Shoes,Sports Shoes,Black,Sports,Nike Men's Downshifter Lea Black Shoe,5461.jpg,http://assets.myntassets.com/v1/images/style/properties/0fe9f1a6f85a5c4703716ac28cff358f_images.jpg,63
2515,57011,Women,Footwear,Shoes,Flats,Green,Casual,HM Women Green Flats,57011.jpg,http://assets.myntassets.com/v1/images/style/properties/HM-Women-Green-Sandals_8b1fd13ce0a95a584a19bbe174712ccb_images.jpg,47
1459,26704,Men,Footwear,Shoes,Sports Shoes,White,Sports,Nike Men White T-Lite 9 SL Shoes,26704.jpg,http://assets.myntassets.com/v1/images/style/properties/c0a8afcb96adb60a55fcb4748bd21364_images.jpg,848
2177,4147,Women,Footwear,Shoes,Sports Shoes,White,Sports,Nike Women Glide White Grey Shoe,4147.jpg,http://assets.myntassets.com/v1/images/style/properties/bcb241296d93b8198038571a64f99b97_images.jpg,316
2699,15269,Women,Footwear,Shoes,Casual Shoes,Pink,Casual,ADIDAS Originals Women Concord Round Pink Casual Shoes,15269.jpg,http://assets.myntassets.com/v1/images/style/properties/e77cd3949140777b9f475c097c622c46_images.jpg,495
126,24985,Girls,Apparel,Topwear,Tops,Pink,Casual,United Colors of Benetton Kids Girls Pink Printed Top,24985.jpg,http://assets.myntassets.com/v1/images/style/properties/6e3231084adf839cd0d0259b6b0cc4f7_images.jpg,866
